"dataset","transformation","host_variable","Variable.Description","otu","estimate","direction","rank_within_direction","Phylum","raw_genus_label","annotation_label_clean"
"demoWAS","clr","ETHNICITY_NONHISPANICBLACK","Non-Hispanic Black (RIDRETH1=4)","RSV_genus560",0.40725284067102,"positive",11,"Firmicutes","Pseudoramibacter","Pseudoramibacter"
"demoWAS","clr","ETHNICITY_NONHISPANICBLACK","Non-Hispanic Black (RIDRETH1=4)","RSV_genus630",0.398340220488667,"positive",12,"Firmicutes","Shuttleworthia","Shuttleworthia"
"demoWAS","clr","ETHNICITY_NONHISPANICBLACK","Non-Hispanic Black (RIDRETH1=4)","RSV_genus201",0.37158229392551,"positive",13,"Actinobacteria","Olsenella","Olsenella"
"demoWAS","clr","ETHNICITY_NONHISPANICBLACK","Non-Hispanic Black (RIDRETH1=4)","RSV_genus233",0.350322404003948,"positive",14,"Bacteroidetes","Phocaeicola","Phocaeicola"
"demoWAS","clr","ETHNICITY_NONHISPANICBLACK","Non-Hispanic Black (RIDRETH1=4)","RSV_genus709",0.349317607160478,"positive",15,"Firmicutes","Erysipelotrichaceae_UCG-006","Erysipelotrichaceae"
"demoWAS","clr","ETHNICITY_NONHISPANICBLACK","Non-Hispanic Black (RIDRETH1=4)","RSV_genus1234",-0.655528669834801,"negative",1,"Proteobacteria","Mannheimia","Mannheimia"
"demoWAS","clr","ETHNICITY_NONHISPANICBLACK","Non-Hispanic Black (RIDRETH1=4)","RSV_genus1228",-0.472344263117164,"negative",2,"Proteobacteria","Actinobacillus","Actinobacillus"
"demoWAS","clr","ETHNICITY_NONHISPANICBLACK","Non-Hispanic Black (RIDRETH1=4)","RSV_genus1063",-0.440975516340471,"negative",3,"Proteobacteria","Neisseria","Neisseria"
"demoWAS","clr","ETHNICITY_NONHISPANICBLACK","Non-Hispanic Black (RIDRETH1=4)","RSV_genus1161",-0.395922070169849,"negative",4,"Proteobacteria","Cardiobacterium","Cardiobacterium"
"demoWAS","clr","ETHNICITY_NONHISPANICBLACK","Non-Hispanic Black (RIDRETH1=4)","RSV_genus44",-0.335958146147096,"negative",5,"Actinobacteria","Alloscardovia","Alloscardovia"
"demoWAS","clr","ETHNICITY_NONHISPANICBLACK","Non-Hispanic Black (RIDRETH1=4)","RSV_genus591",-0.218212385400516,"negative",6,"Firmicutes","Butyrivibrio_2","Butyrivibrio"
"demoWAS","clr","ETHNICITY_NONHISPANICBLACK","Non-Hispanic Black (RIDRETH1=4)","RSV_genus319",-0.199947864232809,"negative",7,"Bacteroidetes","Capnocytophaga","Capnocytophaga"
"demoWAS","clr","ETHNICITY_NONHISPANICBLACK","Non-Hispanic Black (RIDRETH1=4)","RSV_genus993",-0.176908092376981,"negative",8,"Proteobacteria","Lautropia","Lautropia"
"demoWAS","clr","ETHNICITY_NONHISPANICBLACK","Non-Hispanic Black (RIDRETH1=4)","RSV_genus736",-0.160210024022715,"negative",9,"Firmicutes","Selenomonas_3","Selenomonas"
"demoWAS","clr","ETHNICITY_NONHISPANICBLACK","Non-Hispanic Black (RIDRETH1=4)","RSV_genus1181",-0.137906398341926,"negative",10,"Proteobacteria","unclassified",NA
"demoWAS","clr","ETHNICITY_NONHISPANICBLACK","Non-Hispanic Black (RIDRETH1=4)","RSV_genus1064",-0.0820210252368247,"negative",11,"Proteobacteria","Simonsiella","Simonsiella"
"demoWAS","clr","ETHNICITY_NONHISPANICBLACK","Non-Hispanic Black (RIDRETH1=4)","RSV_genus991",-0.0528054220009648,"negative",12,"Proteobacteria","Burkholderia","Burkholderia"
"demoWAS","clr","ETHNICITY_NONHISPANICBLACK","Non-Hispanic Black (RIDRETH1=4)","RSV_genus172",-0.0453909756289404,"negative",13,"Actinobacteria","Tessaracoccus","Tessaracoccus"
"demoWAS","clr","ETHNICITY_NONHISPANICBLACK","Non-Hispanic Black (RIDRETH1=4)","RSV_genus1257",-0.0445773021754186,"negative",14,"Proteobacteria","Aliivibrio","Aliivibrio"
"demoWAS","clr","ETHNICITY_NONHISPANICBLACK","Non-Hispanic Black (RIDRETH1=4)","RSV_genus251",-0.0436456320344224,"negative",15,"Bacteroidetes","Parabacteroides","Parabacteroides"
"demoWAS","clr","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus519",0.604698230773561,"positive",1,"Firmicutes","Lactobacillus","Lactobacillus"
"demoWAS","clr","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus45",0.426628758512681,"positive",2,"Actinobacteria","Bifidobacterium","Bifidobacterium"
"demoWAS","clr","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus193",0.421798429451095,"positive",3,"Actinobacteria","Atopobium","Atopobium"
"demoWAS","clr","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus44",0.393550642838147,"positive",4,"Actinobacteria","Alloscardovia","Alloscardovia"
"demoWAS","clr","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus731",0.307119396818387,"positive",5,"Firmicutes","Megasphaera","Megasphaera"
"demoWAS","clr","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus740",0.236078924087649,"positive",6,"Firmicutes","Veillonella","Veillonella"
"demoWAS","clr","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus262",0.23545891416226,"positive",7,"Bacteroidetes","Prevotella_6","Prevotella"
"demoWAS","clr","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus196",0.22546001276567,"positive",8,"Actinobacteria","Cryptobacterium","Cryptobacterium"
"demoWAS","clr","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus569",0.204445703225255,"positive",9,"Firmicutes","Peptoniphilus","Peptoniphilus"
"demoWAS","clr","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus49",0.171343053228382,"positive",10,"Actinobacteria","Parascardovia","Parascardovia"
"demoWAS","clr","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus35",0.167443784482512,"positive",11,"Actinobacteria","Actinomyces","Actinomyces"
"demoWAS","clr","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus135",0.164840754862348,"positive",12,"Actinobacteria","Rothia","Rothia"
"demoWAS","clr","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus51",0.152498274404446,"positive",13,"Actinobacteria","Scardovia","Scardovia"
"demoWAS","clr","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus685",0.137894741868708,"positive",14,"Firmicutes","Ruminococcus_2","Ruminococcus"
"demoWAS","clr","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus673",0.130210977696905,"positive",15,"Firmicutes","Ruminococcaceae_UCG-002","Ruminococcaceae"
"demoWAS","clr","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus1229",-1.21593833319587,"negative",1,"Proteobacteria","Aggregatibacter","Aggregatibacter"
"demoWAS","clr","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus646",-1.12697961347646,"negative",2,"Firmicutes","Filifactor","Filifactor"
"demoWAS","clr","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus1228",-0.986433649183535,"negative",3,"Proteobacteria","Actinobacillus","Actinobacillus"
"demoWAS","clr","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus644",-0.882701940495312,"negative",4,"Firmicutes","Peptococcus","Peptococcus"
"demoWAS","clr","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus1307",-0.848041880162457,"negative",5,"Spirochaetae","Treponema_2","Treponema"
"demoWAS","clr","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus650",-0.778998128656067,"negative",6,"Firmicutes","Peptostreptococcus","Peptostreptococcus"
"demoWAS","clr","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus555",-0.742311948789478,"negative",7,"Firmicutes","Defluviitaleaceae_UCG-011","Defluviitaleaceae"
"demoWAS","clr","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus579",-0.660179796471056,"negative",8,"Firmicutes","Incertae_Sedis",NA
"demoWAS","clr","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus1063",-0.647633094590732,"negative",9,"Proteobacteria","Neisseria","Neisseria"
"demoWAS","clr","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus255",-0.59097809920706,"negative",10,"Bacteroidetes","Tannerella","Tannerella"
"demoWAS","clr","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus253",-0.575271025732805,"negative",11,"Bacteroidetes","Porphyromonas","Porphyromonas"
"demoWAS","clr","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus603",-0.552559333300323,"negative",12,"Firmicutes","Johnsonella","Johnsonella"
"demoWAS","clr","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus583",-0.547091409004544,"negative",13,"Firmicutes","Eubacterium","Eubacterium"
"demoWAS","clr","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus1309",-0.545861954115812,"negative",14,"Synergistetes","Fretibacterium","Fretibacterium"
"demoWAS","clr","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus993",-0.538170167871294,"negative",15,"Proteobacteria","Lautropia","Lautropia"
"oradWAS","clr","TOOTH_DECAY_OHAROCDT","Tooth Decay","RSV_genus560",0.360149612757397,"positive",1,"Firmicutes","Pseudoramibacter","Pseudoramibacter"
"oradWAS","clr","TOOTH_DECAY_OHAROCDT","Tooth Decay","RSV_genus600",0.351382576710477,"positive",2,"Firmicutes","Howardella","Howardella"
"oradWAS","clr","TOOTH_DECAY_OHAROCDT","Tooth Decay","RSV_genus43",0.322616990222288,"positive",3,"Actinobacteria","Aeriscardovia","Aeriscardovia"
"oradWAS","clr","TOOTH_DECAY_OHAROCDT","Tooth Decay","RSV_genus49",0.318596365305729,"positive",4,"Actinobacteria","Parascardovia","Parascardovia"
"oradWAS","clr","TOOTH_DECAY_OHAROCDT","Tooth Decay","RSV_genus233",0.255977194983808,"positive",5,"Bacteroidetes","Phocaeicola","Phocaeicola"
"oradWAS","clr","TOOTH_DECAY_OHAROCDT","Tooth Decay","RSV_genus201",0.254918804525663,"positive",6,"Actinobacteria","Olsenella","Olsenella"
"oradWAS","clr","TOOTH_DECAY_OHAROCDT","Tooth Decay","RSV_genus204",0.228348978869972,"positive",7,"Actinobacteria","Slackia","Slackia"
"oradWAS","clr","TOOTH_DECAY_OHAROCDT","Tooth Decay","RSV_genus170",0.220112024177647,"positive",8,"Actinobacteria","Propionibacterium","Propionibacterium"
"oradWAS","clr","TOOTH_DECAY_OHAROCDT","Tooth Decay","RSV_genus1097",0.217248154226008,"positive",9,"Proteobacteria","Desulfovibrio","Desulfovibrio"
"oradWAS","clr","TOOTH_DECAY_OHAROCDT","Tooth Decay","RSV_genus625",0.215642980400626,"positive",10,"Firmicutes","Moryella","Moryella"
"oradWAS","clr","TOOTH_DECAY_OHAROCDT","Tooth Decay","RSV_genus737",0.206501230804751,"positive",11,"Firmicutes","Selenomonas_4","Selenomonas"
"oradWAS","clr","TOOTH_DECAY_OHAROCDT","Tooth Decay","RSV_genus196",0.204502681104252,"positive",12,"Actinobacteria","Cryptobacterium","Cryptobacterium"
"oradWAS","clr","TOOTH_DECAY_OHAROCDT","Tooth Decay","RSV_genus726",0.198914822616569,"positive",13,"Firmicutes","Anaeroglobus","Anaeroglobus"
"oradWAS","clr","TOOTH_DECAY_OHAROCDT","Tooth Decay","RSV_genus1137",0.197417185125419,"positive",14,"Proteobacteria","Rs-M59_termite_group","Rs-M59"
"oradWAS","clr","TOOTH_DECAY_OHAROCDT","Tooth Decay","RSV_genus1309",0.187717896825045,"positive",15,"Synergistetes","Fretibacterium","Fretibacterium"
"oradWAS","clr","TOOTH_DECAY_OHAROCDT","Tooth Decay","RSV_genus525",-0.50556479442578,"negative",1,"Firmicutes","Weissella","Weissella"
"oradWAS","clr","TOOTH_DECAY_OHAROCDT","Tooth Decay","RSV_genus271",-0.197379928713969,"negative",2,"Bacteroidetes","Alistipes","Alistipes"
"oradWAS","clr","TOOTH_DECAY_OHAROCDT","Tooth Decay","RSV_genus846",-0.176525152515953,"negative",3,"Proteobacteria","Methylobacterium","Methylobacterium"
"oradWAS","clr","TOOTH_DECAY_OHAROCDT","Tooth Decay","RSV_genus998",-0.176363819860219,"negative",4,"Proteobacteria","Ralstonia","Ralstonia"
"oradWAS","clr","TOOTH_DECAY_OHAROCDT","Tooth Decay","RSV_genus1007",-0.171349987885415,"negative",5,"Proteobacteria","Curvibacter","Curvibacter"
"oradWAS","clr","TOOTH_DECAY_OHAROCDT","Tooth Decay","RSV_genus251",-0.167084528195289,"negative",6,"Bacteroidetes","Parabacteroides","Parabacteroides"
"oradWAS","clr","TOOTH_DECAY_OHAROCDT","Tooth Decay","RSV_genus1248",-0.122176314041332,"negative",7,"Proteobacteria","Pseudomonas","Pseudomonas"
"oradWAS","clr","TOOTH_DECAY_OHAROCDT","Tooth Decay","RSV_genus1054",-0.104214905072821,"negative",8,"Proteobacteria","Alysiella","Alysiella"
"oradWAS","clr","TOOTH_DECAY_OHAROCDT","Tooth Decay","RSV_genus1234",-0.103632787548352,"negative",9,"Proteobacteria","Mannheimia","Mannheimia"
"oradWAS","clr","TOOTH_DECAY_OHAROCDT","Tooth Decay","RSV_genus1017",-0.0769244739707667,"negative",10,"Proteobacteria","Ottowia","Ottowia"
"oradWAS","clr","TOOTH_DECAY_OHAROCDT","Tooth Decay","RSV_genus1241",-0.0711305279446556,"negative",11,"Proteobacteria","Moraxella","Moraxella"
"oradWAS","clr","TOOTH_DECAY_OHAROCDT","Tooth Decay","RSV_genus322",-0.0661533017184728,"negative",12,"Bacteroidetes","Cloacibacterium","Cloacibacterium"
"oradWAS","clr","TOOTH_DECAY_OHAROCDT","Tooth Decay","RSV_genus1233",-0.0638220755372499,"negative",13,"Proteobacteria","Haemophilus","Haemophilus"
"oradWAS","clr","TOOTH_DECAY_OHAROCDT","Tooth Decay","RSV_genus1228",-0.0627511939568704,"negative",14,"Proteobacteria","Actinobacillus","Actinobacillus"
"oradWAS","clr","TOOTH_DECAY_OHAROCDT","Tooth Decay","RSV_genus1161",-0.0606199486640655,"negative",15,"Proteobacteria","Cardiobacterium","Cardiobacterium"
"oradWAS","clr","GUM_DISEASE_OHAROCGP","Gum Disease","RSV_genus625",0.506280097302228,"positive",1,"Firmicutes","Moryella","Moryella"
"oradWAS","clr","GUM_DISEASE_OHAROCGP","Gum Disease","RSV_genus1090",0.472706883985877,"positive",2,"Proteobacteria","Desulfobulbus","Desulfobulbus"
"oradWAS","clr","GUM_DISEASE_OHAROCGP","Gum Disease","RSV_genus1139",0.460918455767017,"positive",3,"Proteobacteria","Wolinella","Wolinella"
"oradWAS","clr","GUM_DISEASE_OHAROCGP","Gum Disease","RSV_genus1097",0.445612709272669,"positive",4,"Proteobacteria","Desulfovibrio","Desulfovibrio"
"oradWAS","clr","GUM_DISEASE_OHAROCGP","Gum Disease","RSV_genus233",0.443291582487448,"positive",5,"Bacteroidetes","Phocaeicola","Phocaeicola"
"oradWAS","clr","GUM_DISEASE_OHAROCGP","Gum Disease","RSV_genus560",0.409423593526374,"positive",6,"Firmicutes","Pseudoramibacter","Pseudoramibacter"
"oradWAS","clr","GUM_DISEASE_OHAROCGP","Gum Disease","RSV_genus555",0.402195272135484,"positive",7,"Firmicutes","Defluviitaleaceae_UCG-011","Defluviitaleaceae"
"oradWAS","clr","GUM_DISEASE_OHAROCGP","Gum Disease","RSV_genus600",0.379504150898192,"positive",8,"Firmicutes","Howardella","Howardella"
"oradWAS","clr","GUM_DISEASE_OHAROCGP","Gum Disease","RSV_genus578",0.352881041080688,"positive",9,"Firmicutes","Family_XIII_UCG-001","Family"
"oradWAS","clr","GUM_DISEASE_OHAROCGP","Gum Disease","RSV_genus562",0.352330700600275,"positive",10,"Firmicutes","Ezakiella","Ezakiella"
"oradWAS","clr","GUM_DISEASE_OHAROCGP","Gum Disease","RSV_genus579",0.347950196928233,"positive",11,"Firmicutes","Incertae_Sedis",NA
"oradWAS","clr","GUM_DISEASE_OHAROCGP","Gum Disease","RSV_genus1309",0.345754082756658,"positive",12,"Synergistetes","Fretibacterium","Fretibacterium"
"oradWAS","clr","GUM_DISEASE_OHAROCGP","Gum Disease","RSV_genus728",0.341661940190773,"positive",13,"Firmicutes","Centipeda","Centipeda"
"oradWAS","clr","GUM_DISEASE_OHAROCGP","Gum Disease","RSV_genus1137",0.339761357824514,"positive",14,"Proteobacteria","Rs-M59_termite_group","Rs-M59"
"oradWAS","clr","GUM_DISEASE_OHAROCGP","Gum Disease","RSV_genus1095",0.338765146143437,"positive",15,"Proteobacteria","Desulfomicrobium","Desulfomicrobium"
"oradWAS","clr","GUM_DISEASE_OHAROCGP","Gum Disease","RSV_genus1040",-1.06458349068981,"negative",1,"Proteobacteria","Massilia","Massilia"
"oradWAS","clr","GUM_DISEASE_OHAROCGP","Gum Disease","RSV_genus203",-0.682321486137145,"negative",2,"Actinobacteria","Senegalimassilia","Senegalimassilia"
"oradWAS","clr","GUM_DISEASE_OHAROCGP","Gum Disease","RSV_genus320",-0.575154213448392,"negative",3,"Bacteroidetes","Chryseobacterium","Chryseobacterium"
"oradWAS","clr","GUM_DISEASE_OHAROCGP","Gum Disease","RSV_genus1246",-0.564988354635661,"negative",4,"Proteobacteria","Azomonas","Azomonas"
"oradWAS","clr","GUM_DISEASE_OHAROCGP","Gum Disease","RSV_genus895",-0.512600288901644,"negative",5,"Proteobacteria","Paracocccus","Paracocccus"
"oradWAS","clr","GUM_DISEASE_OHAROCGP","Gum Disease","RSV_genus964",-0.421095270693658,"negative",6,"Proteobacteria","Blastomonas","Blastomonas"
"oradWAS","clr","GUM_DISEASE_OHAROCGP","Gum Disease","RSV_genus674",-0.384045171755161,"negative",7,"Firmicutes","Ruminococcaceae_UCG-003","Ruminococcaceae"
"oradWAS","clr","GUM_DISEASE_OHAROCGP","Gum Disease","RSV_genus563",-0.377186317634093,"negative",8,"Firmicutes","Finegoldia","Finegoldia"
"oradWAS","clr","GUM_DISEASE_OHAROCGP","Gum Disease","RSV_genus1007",-0.368832687998648,"negative",9,"Proteobacteria","Curvibacter","Curvibacter"
"oradWAS","clr","GUM_DISEASE_OHAROCGP","Gum Disease","RSV_genus561",-0.347958276190782,"negative",10,"Firmicutes","Anaerococcus","Anaerococcus"
"oradWAS","clr","GUM_DISEASE_OHAROCGP","Gum Disease","RSV_genus271",-0.327091738870852,"negative",11,"Bacteroidetes","Alistipes","Alistipes"
"oradWAS","clr","GUM_DISEASE_OHAROCGP","Gum Disease","RSV_genus132",-0.315188859452347,"negative",12,"Actinobacteria","Micrococcus","Micrococcus"
"oradWAS","clr","GUM_DISEASE_OHAROCGP","Gum Disease","RSV_genus1198",-0.274374591561441,"negative",13,"Proteobacteria","Yersinia","Yersinia"
"oradWAS","clr","GUM_DISEASE_OHAROCGP","Gum Disease","RSV_genus998",-0.229551795601211,"negative",14,"Proteobacteria","Ralstonia","Ralstonia"
"oradWAS","clr","GUM_DISEASE_OHAROCGP","Gum Disease","RSV_genus57",-0.226139918565734,"negative",15,"Actinobacteria","Mycobacterium","Mycobacterium"
"oradWAS","clr","ORAL_HYGIENE_OHAROCOH","Oral Hygiene","RSV_genus600",0.315982153641737,"positive",1,"Firmicutes","Howardella","Howardella"
"oradWAS","clr","ORAL_HYGIENE_OHAROCOH","Oral Hygiene","RSV_genus233",0.298709953422898,"positive",2,"Bacteroidetes","Phocaeicola","Phocaeicola"
"oradWAS","clr","ORAL_HYGIENE_OHAROCOH","Oral Hygiene","RSV_genus1090",0.297940859582018,"positive",3,"Proteobacteria","Desulfobulbus","Desulfobulbus"
"oradWAS","clr","ORAL_HYGIENE_OHAROCOH","Oral Hygiene","RSV_genus1097",0.295206209513474,"positive",4,"Proteobacteria","Desulfovibrio","Desulfovibrio"
"oradWAS","clr","ORAL_HYGIENE_OHAROCOH","Oral Hygiene","RSV_genus560",0.270399075004729,"positive",5,"Firmicutes","Pseudoramibacter","Pseudoramibacter"
"oradWAS","clr","ORAL_HYGIENE_OHAROCOH","Oral Hygiene","RSV_genus1307",0.251953117840511,"positive",6,"Spirochaetae","Treponema_2","Treponema"
"oradWAS","clr","ORAL_HYGIENE_OHAROCOH","Oral Hygiene","RSV_genus201",0.25109309934301,"positive",7,"Actinobacteria","Olsenella","Olsenella"
"oradWAS","clr","ORAL_HYGIENE_OHAROCOH","Oral Hygiene","RSV_genus625",0.250912530232417,"positive",8,"Firmicutes","Moryella","Moryella"
"oradWAS","clr","ORAL_HYGIENE_OHAROCOH","Oral Hygiene","RSV_genus709",0.239741460495555,"positive",9,"Firmicutes","Erysipelotrichaceae_UCG-006","Erysipelotrichaceae"
"oradWAS","clr","ORAL_HYGIENE_OHAROCOH","Oral Hygiene","RSV_genus1309",0.238204548645019,"positive",10,"Synergistetes","Fretibacterium","Fretibacterium"
"oradWAS","clr","ORAL_HYGIENE_OHAROCOH","Oral Hygiene","RSV_genus578",0.231141313806727,"positive",11,"Firmicutes","Family_XIII_UCG-001","Family"
"oradWAS","clr","ORAL_HYGIENE_OHAROCOH","Oral Hygiene","RSV_genus737",0.228766283012601,"positive",12,"Firmicutes","Selenomonas_4","Selenomonas"
"oradWAS","clr","ORAL_HYGIENE_OHAROCOH","Oral Hygiene","RSV_genus555",0.223874523637119,"positive",13,"Firmicutes","Defluviitaleaceae_UCG-011","Defluviitaleaceae"
"oradWAS","clr","ORAL_HYGIENE_OHAROCOH","Oral Hygiene","RSV_genus1322",0.221978523144813,"positive",14,"Tenericutes","Mycoplasma","Mycoplasma"
"oradWAS","clr","ORAL_HYGIENE_OHAROCOH","Oral Hygiene","RSV_genus726",0.206695757481754,"positive",15,"Firmicutes","Anaeroglobus","Anaeroglobus"
"oradWAS","clr","ORAL_HYGIENE_OHAROCOH","Oral Hygiene","RSV_genus795",-0.506050574397977,"negative",1,"Proteobacteria","Brevundimonas","Brevundimonas"
"oradWAS","clr","ORAL_HYGIENE_OHAROCOH","Oral Hygiene","RSV_genus326",-0.446262376946897,"negative",2,"Bacteroidetes","Flavobacterium","Flavobacterium"
"oradWAS","clr","ORAL_HYGIENE_OHAROCOH","Oral Hygiene","RSV_genus674",-0.330378533937261,"negative",3,"Firmicutes","Ruminococcaceae_UCG-003","Ruminococcaceae"
"oradWAS","clr","ORAL_HYGIENE_OHAROCOH","Oral Hygiene","RSV_genus1054",-0.0753665545833356,"negative",4,"Proteobacteria","Alysiella","Alysiella"
"oradWAS","clr","DENTURE_OHAROCDE","Denture","RSV_genus43",0.381826595440326,"positive",1,"Actinobacteria","Aeriscardovia","Aeriscardovia"
"oradWAS","clr","DENTURE_OHAROCDE","Denture","RSV_genus170",0.311136536007731,"positive",2,"Actinobacteria","Propionibacterium","Propionibacterium"
"oradWAS","clr","DENTURE_OHAROCDE","Denture","RSV_genus264",0.289177105238065,"positive",3,"Bacteroidetes","Prevotella_9","Prevotella"
"oradWAS","clr","DENTURE_OHAROCDE","Denture","RSV_genus46",0.211865404928332,"positive",4,"Actinobacteria","Gardnerella","Gardnerella"
"oradWAS","clr","DENTURE_OHAROCDE","Denture","RSV_genus53",0.18922028003269,"positive",5,"Actinobacteria","Corynebacterium_1","Corynebacterium"
"oradWAS","clr","DENTURE_OHAROCDE","Denture","RSV_genus49",0.182212315966526,"positive",6,"Actinobacteria","Parascardovia","Parascardovia"
"oradWAS","clr","DENTURE_OHAROCDE","Denture","RSV_genus45",0.17494387847025,"positive",7,"Actinobacteria","Bifidobacterium","Bifidobacterium"
"oradWAS","clr","DENTURE_OHAROCDE","Denture","RSV_genus196",0.12793234152864,"positive",8,"Actinobacteria","Cryptobacterium","Cryptobacterium"
